time_s,collector_c,tank_c,pump_on,irradiance_w_m2,solar_absorbed_w,collector_loss_w,tank_loss_w,transfer_w,incident_energy_j,absorbed_energy_j,collector_loss_energy_j,tank_loss_energy_j,transfer_energy_j,pump_electric_energy_j,stored_energy_change_j,tank_energy_change_j,balance_residual_j
0.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0000000000005,0.0,0.0,0.0
120.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.000000000002,0.0,0.0,0.0
180.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.000000000003,0.0,0.0,0.0
240.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.000000000004,0.0,0.0,0.0
300.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0000000000055,0.0,0.0,0.0
360.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.000000000007,0.0,0.0,0.0
420.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.00000000001,0.0,0.0,0.0
480.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.000000000011,0.0,0.0,0.0
540.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500.000000000013,0.0,0.0,0.0
600.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.000000000015,0.0,0.0,0.0
660.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16500.00000000002,0.0,0.0,0.0
720.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.00000000002,0.0,0.0,0.0
780.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19500.00000000002,0.0,0.0,0.0
840.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.00000000002,0.0,0.0,0.0
900.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.00000000002,0.0,0.0,0.0
960.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.00000000002,0.0,0.0,0.0
1020.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25500.00000000002,0.0,0.0,0.0
1080.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.00000000002,0.0,0.0,0.0
1140.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28500.00000000002,0.0,0.0,0.0
1200.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.00000000002,0.0,0.0,0.0
1260.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.00000000002,0.0,0.0,0.0
1320.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.00000000002,0.0,0.0,0.0
1380.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34500.00000000002,0.0,0.0,0.0
1440.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.00000000002,0.0,0.0,0.0
1500.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37500.00000000002,0.0,0.0,0.0
1560.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000.00000000002,0.0,0.0,0.0
1620.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.00000000002,0.0,0.0,0.0
1680.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.00000000002,0.0,0.0,0.0
1740.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43500.00000000002,0.0,0.0,0.0
1800.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.00000000002,0.0,0.0,0.0
1860.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46500.00000000002,0.0,0.0,0.0
1920.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000.00000000002,0.0,0.0,0.0
1980.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49500.00000000002,0.0,0.0,0.0
2040.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.00000000002,0.0,0.0,0.0
2100.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.00000000002,0.0,0.0,0.0
2160.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000.00000000002,0.0,0.0,0.0
2220.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55500.00000000002,0.0,0.0,0.0
2280.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.00000000002,0.0,0.0,0.0
2340.0,20.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58500.00000000002,0.0,0.0,0.0
